date,agency,complaint_type,.mean,lower_80,upper_80
2021-09-23,NYPD,non-emergency police matter,43.2347571234432,19.118144615173932,67.35136963171247
2021-09-24,NYPD,non-emergency police matter,41.33120229929572,14.365404540416094,68.29700005817534
2021-09-25,NYPD,non-emergency police matter,33.896998573426,8.82924155082614,58.96475559602587
2021-09-26,NYPD,non-emergency police matter,47.79194429322401,8.519851036695627,87.0640375497524
2021-09-27,NYPD,non-emergency police matter,51.58524016095468,5.126878961072279,98.04360136083709
2021-09-28,NYPD,non-emergency police matter,51.57048481248375,1.175460561734937,101.96550906323256
2021-09-29,NYPD,non-emergency police matter,47.053709725955486,0,96.5651446950651
2021-09-02,NYPD,other,113,NA,NA
2021-09-03,NYPD,other,149,NA,NA
2021-09-04,NYPD,other,145,NA,NA
2021-09-05,NYPD,other,143,NA,NA
2021-09-06,NYPD,other,161,NA,NA
2021-09-07,NYPD,other,139,NA,NA
2021-09-08,NYPD,other,144,NA,NA
2021-09-09,NYPD,other,177,NA,NA
2021-09-10,NYPD,other,171,NA,NA
2021-09-11,NYPD,other,144,NA,NA
2021-09-12,NYPD,other,158,NA,NA
2021-09-13,NYPD,other,188,NA,NA
2021-09-14,NYPD,other,194,NA,NA
2021-09-15,NYPD,other,213,NA,NA
2021-09-16,NYPD,other,143,NA,NA
2021-09-17,NYPD,other,236,NA,NA
2021-09-18,NYPD,other,162,NA,NA
2021-09-19,NYPD,other,161,NA,NA
2021-09-20,NYPD,other,157,NA,NA
2021-09-21,NYPD,other,349,NA,NA
2021-09-22,NYPD,other,27,NA,NA
2021-09-23,NYPD,other,177.66204134203988,161.4839950662269,193.84008761785287
2021-09-24,NYPD,other,138.37656163648973,121.90509536940772,154.84802790357173
2021-09-25,NYPD,other,200.52818195654436,183.60994651177063,217.4464174013181
2021-09-26,NYPD,other,126.9701879904494,110.04859906470463,143.89177691619417
2021-09-27,NYPD,other,211.50692699774953,194.32498142422358,228.68887257127548
2021-09-28,NYPD,other,168.74984519576694,151.5648347601386,185.93485563139527
2021-09-29,NYPD,other,181.1983190676767,163.78881311698473,198.60782501836866
2021-09-02,NYPD,traffic,29,NA,NA
2021-09-03,NYPD,traffic,9,NA,NA
2021-09-04,NYPD,traffic,19,NA,NA
2021-09-05,NYPD,traffic,19,NA,NA
2021-09-06,NYPD,traffic,10,NA,NA
2021-09-07,NYPD,traffic,10,NA,NA
2021-09-08,NYPD,traffic,14,NA,NA
2021-09-09,NYPD,traffic,17,NA,NA
2021-09-10,NYPD,traffic,25,NA,NA
2021-09-11,NYPD,traffic,23,NA,NA
2021-09-12,NYPD,traffic,37,NA,NA
2021-09-13,NYPD,traffic,33,NA,NA
2021-09-14,NYPD,traffic,33,NA,NA
2021-09-15,NYPD,traffic,25,NA,NA
2021-09-16,NYPD,traffic,13,NA,NA
2021-09-17,NYPD,traffic,28,NA,NA
2021-09-18,NYPD,traffic,23,NA,NA
2021-09-19,NYPD,traffic,25,NA,NA
2021-09-20,NYPD,traffic,16,NA,NA
2021-09-21,NYPD,traffic,45,NA,NA
2021-09-22,NYPD,traffic,2,NA,NA
2021-09-23,NYPD,traffic,12.148686615050195,2.7398288339589865,21.557544396141402
2021-09-24,NYPD,traffic,23.264675470454666,13.496343957025571,33.03300698388376
2021-09-25,NYPD,traffic,19.849464092123505,10.071657548148632,29.627270636098377
2021-09-26,NYPD,traffic,20.905812101132916,11.118539699358063,30.69308450290777
2021-09-27,NYPD,traffic,22.227359879605093,12.430630766187205,32.02408899302298
2021-09-28,NYPD,traffic,27.554164568789762,17.747987863425152,37.36034127415437
2021-09-29,NYPD,traffic,18.632703149492606,8.817087945544287,28.448318353440925
2021-09-02,TLC,for hire vehicle complaint,20,NA,NA
2021-09-03,TLC,for hire vehicle complaint,19,NA,NA
2021-09-04,TLC,for hire vehicle complaint,16,NA,NA
2021-09-05,TLC,for hire vehicle complaint,6,NA,NA
2021-09-06,TLC,for hire vehicle complaint,2,NA,NA
2021-09-07,TLC,for hire vehicle complaint,19,NA,NA
2021-09-08,TLC,for hire vehicle complaint,21,NA,NA
2021-09-09,TLC,for hire vehicle complaint,25,NA,NA
2021-09-10,TLC,for hire vehicle complaint,17,NA,NA
2021-09-11,TLC,for hire vehicle complaint,36,NA,NA
2021-09-12,TLC,for hire vehicle complaint,64,NA,NA
2021-09-13,TLC,for hire vehicle complaint,27,NA,NA
2021-09-14,TLC,for hire vehicle complaint,31,NA,NA
2021-09-15,TLC,for hire vehicle complaint,34,NA,NA
2021-09-16,TLC,for hire vehicle complaint,19,NA,NA
2021-09-17,TLC,for hire vehicle complaint,19,NA,NA
2021-09-18,TLC,for hire vehicle complaint,18,NA,NA
2021-09-19,TLC,for hire vehicle complaint,21,NA,NA
2021-09-20,TLC,for hire vehicle complaint,42,NA,NA
2021-09-21,TLC,for hire vehicle complaint,56,NA,NA
2021-09-23,TLC,for hire vehicle complaint,37.407677587651406,10.173293839329066,64.64206133597375
2021-09-24,TLC,for hire vehicle complaint,33.52569487148051,4.645629731254385,62.40576001170663
2021-09-25,TLC,for hire vehicle complaint,27.980457044336823,0,58.3979730185833
2021-09-26,TLC,for hire vehicle complaint,28.458366739606902,0,59.13915188540133
2021-09-27,TLC,for hire vehicle complaint,31.538830794100516,0,63.09928263833508
2021-09-28,TLC,for hire vehicle complaint,29.05875809903866,0,60.78414536506382
2021-09-29,TLC,for hire vehicle complaint,27.488351605536632,0,59.74363179821442
2021-09-02,TLC,other,33,NA,NA
2021-09-03,TLC,other,25,NA,NA
2021-09-04,TLC,other,20,NA,NA
2021-09-05,TLC,other,20,NA,NA
2021-09-06,TLC,other,22,NA,NA
2021-09-07,TLC,other,21,NA,NA
2021-09-08,TLC,other,25,NA,NA
2021-09-09,TLC,other,17,NA,NA
2021-09-10,TLC,other,16,NA,NA
2021-09-11,TLC,other,26,NA,NA
2021-09-12,TLC,other,22,NA,NA
2021-09-13,TLC,other,23,NA,NA
2021-09-14,TLC,other,24,NA,NA
2021-09-15,TLC,other,17,NA,NA
2021-09-16,TLC,other,27,NA,NA
2021-09-17,TLC,other,17,NA,NA
2021-09-18,TLC,other,23,NA,NA
2021-09-19,TLC,other,19,NA,NA
2021-09-20,TLC,other,23,NA,NA
2021-09-21,TLC,other,42,NA,NA
2021-09-22,TLC,other,5,NA,NA
2021-09-23,TLC,other,20.238329993585328,13.184936300868817,27.29172368630184
2021-09-24,TLC,other,19.960517526297156,12.471713768623786,27.449321283970527
2021-09-25,TLC,other,20.141829835066233,12.33227920641237,27.951380463720096
2021-09-26,TLC,other,19.811055464666563,11.693421553108768,27.928689376224355
2021-09-27,TLC,other,21.058558088840257,12.64411338805113,29.473002789629383
2021-09-28,TLC,other,22.93350162991793,14.232364984444342,31.63463827539152
2021-09-29,TLC,other,18.96019247723359,9.981513385976985,27.938871568490196
2021-09-02,TLC,taxi complaint,24,NA,NA
2021-09-03,TLC,taxi complaint,34,NA,NA
2021-09-04,TLC,taxi complaint,17,NA,NA
2021-09-05,TLC,taxi complaint,19,NA,NA
2021-09-06,TLC,taxi complaint,10,NA,NA
2021-09-07,TLC,taxi complaint,13,NA,NA
2021-09-08,TLC,taxi complaint,20,NA,NA
2021-09-09,TLC,taxi complaint,18,NA,NA
2021-09-10,TLC,taxi complaint,28,NA,NA
2021-09-11,TLC,taxi complaint,18,NA,NA
2021-09-12,TLC,taxi complaint,27,NA,NA
2021-09-13,TLC,taxi complaint,22,NA,NA
2021-09-14,TLC,taxi complaint,24,NA,NA
2021-09-15,TLC,taxi complaint,14,NA,NA
2021-09-16,TLC,taxi complaint,12,NA,NA
2021-09-17,TLC,taxi complaint,18,NA,NA
2021-09-18,TLC,taxi complaint,24,NA,NA
2021-09-19,TLC,taxi complaint,24,NA,NA
2021-09-20,TLC,taxi complaint,18,NA,NA
2021-09-21,TLC,taxi complaint,29,NA,NA
2021-09-22,TLC,taxi complaint,1,NA,NA
2021-09-23,TLC,taxi complaint,16.80262453955016,7.0247338993055255,26.580515179794794
2021-09-24,TLC,taxi complaint,18.41097404985169,8.291246470994036,28.53070162870934
2021-09-25,TLC,taxi complaint,14.50324345470143,4.227025743419748,24.77946116598311
2021-09-26,TLC,taxi complaint,15.691089134485855,5.267415436412884,26.114762832558824
2021-09-27,TLC,taxi complaint,19.072010624751847,8.568113057935435,29.57590819156826
2021-09-28,TLC,taxi complaint,19.817522539519157,9.249726916585828,30.385318162452485
2021-09-29,TLC,taxi complaint,18.512915868724093,7.887456626566207,29.13837511088198
