date,agency,complaint_type,.mean,lower_80,upper_80
2021-09-02,DCA,consumer complaint,40,NA,NA
2021-09-03,DCA,consumer complaint,79,NA,NA
2021-09-04,DCA,consumer complaint,65,NA,NA
2021-09-05,DCA,consumer complaint,23,NA,NA
2021-09-06,DCA,consumer complaint,61,NA,NA
2021-09-07,DCA,consumer complaint,58,NA,NA
2021-09-08,DCA,consumer complaint,55,NA,NA
2021-09-09,DCA,consumer complaint,69,NA,NA
2021-09-10,DCA,consumer complaint,76,NA,NA
2021-09-11,DCA,consumer complaint,55,NA,NA
2021-09-12,DCA,consumer complaint,41,NA,NA
2021-09-13,DCA,consumer complaint,73,NA,NA
2021-09-14,DCA,consumer complaint,66,NA,NA
2021-09-15,DCA,consumer complaint,71,NA,NA
2021-09-16,DCA,consumer complaint,81,NA,NA
2021-09-17,DCA,consumer complaint,64,NA,NA
2021-09-18,DCA,consumer complaint,68,NA,NA
2021-09-19,DCA,consumer complaint,49,NA,NA
2021-09-20,DCA,consumer complaint,80,NA,NA
2021-09-21,DCA,consumer complaint,138,NA,NA
2021-09-22,DCA,consumer complaint,6,NA,NA
2021-09-23,DCA,consumer complaint,68.50869730824202,46.13102454743857,90.88637006904547
2021-09-24,DCA,consumer complaint,66.9416922256648,43.91985493635233,89.96352951497727
2021-09-25,DCA,consumer complaint,51.95596977029822,33.228052826196695,70.68388671439973
2021-09-26,DCA,consumer complaint,40.148450007172045,25.037314367944873,55.259585646399216
2021-09-27,DCA,consumer complaint,67.7317548189409,41.19730629814343,94.26620333973837
2021-09-28,DCA,consumer complaint,70.90307094221514,42.070391620292625,99.73575026413765
2021-09-29,DCA,consumer complaint,65.3442030357362,37.82725764143154,92.86114843004086
2021-09-02,DEP,air quality,53,NA,NA
2021-09-03,DEP,air quality,28,NA,NA
2021-09-04,DEP,air quality,7,NA,NA
2021-09-05,DEP,air quality,6,NA,NA
2021-09-06,DEP,air quality,8,NA,NA
2021-09-07,DEP,air quality,10,NA,NA
2021-09-08,DEP,air quality,33,NA,NA
2021-09-09,DEP,air quality,34,NA,NA
2021-09-10,DEP,air quality,17,NA,NA
2021-09-11,DEP,air quality,16,NA,NA
2021-09-12,DEP,air quality,15,NA,NA
2021-09-13,DEP,air quality,30,NA,NA
2021-09-14,DEP,air quality,42,NA,NA
2021-09-15,DEP,air quality,33,NA,NA
2021-09-16,DEP,air quality,37,NA,NA
2021-09-17,DEP,air quality,46,NA,NA
2021-09-18,DEP,air quality,8,NA,NA
2021-09-19,DEP,air quality,12,NA,NA
2021-09-20,DEP,air quality,41,NA,NA
2021-09-21,DEP,air quality,87,NA,NA
2021-09-22,DEP,air quality,9,NA,NA
2021-09-23,DEP,air quality,31.88549061599351,23.601111954353986,40.16986927763304
2021-09-24,DEP,air quality,29.871512395787462,21.407766163158854,38.33525862841607
2021-09-25,DEP,air quality,17.260558727935443,8.674006871645227,25.84711058422566
2021-09-26,DEP,air quality,15.04126590981189,6.369387852186673,23.71314396743711
2021-09-27,DEP,air quality,33.895927499431956,25.16392014330252,42.62793485556139
2021-09-28,DEP,air quality,36.84077309771793,28.065777343068973,45.615768852366884
2021-09-29,DEP,air quality,26.17121248075763,17.365011871420734,34.97741309009453
2021-09-02,DEP,lead,17,NA,NA
2021-09-03,DEP,lead,14,NA,NA
2021-09-04,DEP,lead,11,NA,NA
2021-09-05,DEP,lead,8,NA,NA
2021-09-06,DEP,lead,14,NA,NA
2021-09-07,DEP,lead,15,NA,NA
2021-09-08,DEP,lead,20,NA,NA
2021-09-09,DEP,lead,15,NA,NA
2021-09-10,DEP,lead,10,NA,NA
2021-09-11,DEP,lead,3,NA,NA
2021-09-12,DEP,lead,13,NA,NA
2021-09-13,DEP,lead,21,NA,NA
2021-09-14,DEP,lead,24,NA,NA
2021-09-15,DEP,lead,17,NA,NA
2021-09-16,DEP,lead,12,NA,NA
2021-09-17,DEP,lead,20,NA,NA
2021-09-18,DEP,lead,15,NA,NA
2021-09-19,DEP,lead,19,NA,NA
2021-09-20,DEP,lead,30,NA,NA
2021-09-21,DEP,lead,66,NA,NA
2021-09-22,DEP,lead,2,NA,NA
2021-09-23,DEP,lead,27.68243381032981,6.762630004675472,48.60223761598415
2021-09-24,DEP,lead,24.692126256090383,4.808018335156209,44.57623417702456
2021-09-25,DEP,lead,15.883397056427041,2.32592738763857,29.440866725215514
2021-09-26,DEP,lead,16.029049281964244,1.5899146044400148,30.468183959488474
2021-09-27,DEP,lead,26.38459420336661,1.3922671754493372,51.37692123128389
2021-09-28,DEP,lead,27.225100982982788,0.19075303249027797,54.2594489334753
2021-09-29,DEP,lead,27.637727116860116,0,56.33213252105551
2021-09-02,DEP,noise,133,NA,NA
2021-09-03,DEP,noise,123,NA,NA
2021-09-04,DEP,noise,102,NA,NA
2021-09-05,DEP,noise,104,NA,NA
2021-09-06,DEP,noise,104,NA,NA
2021-09-07,DEP,noise,115,NA,NA
2021-09-08,DEP,noise,119,NA,NA
2021-09-09,DEP,noise,111,NA,NA
2021-09-10,DEP,noise,91,NA,NA
2021-09-11,DEP,noise,140,NA,NA
2021-09-12,DEP,noise,103,NA,NA
2021-09-13,DEP,noise,163,NA,NA
2021-09-14,DEP,noise,164,NA,NA
2021-09-15,DEP,noise,130,NA,NA
2021-09-16,DEP,noise,105,NA,NA
2021-09-17,DEP,noise,127,NA,NA
2021-09-18,DEP,noise,120,NA,NA
2021-09-19,DEP,noise,125,NA,NA
2021-09-20,DEP,noise,129,NA,NA
2021-09-21,DEP,noise,284,NA,NA
2021-09-22,DEP,noise,30,NA,NA
2021-09-23,DEP,noise,142.3159822653487,99.15997257814308,184.97416313058565
2021-09-24,DEP,noise,128.2831367537084,86.58734037656822,170.4048718155525
2021-09-25,DEP,noise,168.49602512474107,128.06183811944408,209.95219311993986
2021-09-26,DEP,noise,100.9985101489861,59.16212854436046,143.33013333005394
2021-09-27,DEP,noise,149.9957643425033,108.55233025643474,192.4849411269933
2021-09-28,DEP,noise,161.81444592696224,120.13870242822011,202.71732448750254
2021-09-29,DEP,noise,152.40815068393198,110.23647412769705,193.73001590229808
2021-09-02,DEP,other,19,NA,NA
2021-09-03,DEP,other,14,NA,NA
2021-09-04,DEP,other,22,NA,NA
2021-09-05,DEP,other,5,NA,NA
2021-09-06,DEP,other,11,NA,NA
2021-09-07,DEP,other,22,NA,NA
2021-09-08,DEP,other,14,NA,NA
2021-09-09,DEP,other,17,NA,NA
2021-09-10,DEP,other,17,NA,NA
2021-09-11,DEP,other,19,NA,NA
2021-09-12,DEP,other,10,NA,NA
2021-09-13,DEP,other,25,NA,NA
2021-09-14,DEP,other,19,NA,NA
2021-09-15,DEP,other,33,NA,NA
2021-09-16,DEP,other,18,NA,NA
2021-09-17,DEP,other,15,NA,NA
2021-09-18,DEP,other,12,NA,NA
2021-09-19,DEP,other,12,NA,NA
2021-09-20,DEP,other,22,NA,NA
2021-09-21,DEP,other,38,NA,NA
2021-09-22,DEP,other,4,NA,NA
2021-09-23,DEP,other,8.668303726533157,0,19.82714504342941
2021-09-24,DEP,other,14.891331300761284,2.1643973233411042,27.61826527818146
2021-09-25,DEP,other,10.674559485905757,0,23.88617195514217
2021-09-26,DEP,other,9.790263403447936,0,23.183142490282073
2021-09-27,DEP,other,21.183443064866545,7.70546682028929,34.6614193094438
2021-09-28,DEP,other,21.81326451555911,8.286340862158582,35.340188168959635
2021-09-29,DEP,other,20.1261978727133,6.56463325332769,33.687762492098905
2021-09-02,DEP,sewer,3194,NA,NA
2021-09-03,DEP,sewer,875,NA,NA
2021-09-04,DEP,sewer,408,NA,NA
2021-09-05,DEP,sewer,332,NA,NA
2021-09-06,DEP,sewer,326,NA,NA
2021-09-07,DEP,sewer,445,NA,NA
2021-09-08,DEP,sewer,441,NA,NA
2021-09-09,DEP,sewer,365,NA,NA
2021-09-10,DEP,sewer,203,NA,NA
2021-09-11,DEP,sewer,120,NA,NA
2021-09-12,DEP,sewer,99,NA,NA
2021-09-13,DEP,sewer,209,NA,NA
2021-09-14,DEP,sewer,220,NA,NA
2021-09-15,DEP,sewer,183,NA,NA
2021-09-16,DEP,sewer,150,NA,NA
2021-09-17,DEP,sewer,150,NA,NA
2021-09-18,DEP,sewer,66,NA,NA
2021-09-19,DEP,sewer,73,NA,NA
2021-09-20,DEP,sewer,125,NA,NA
2021-09-21,DEP,sewer,287,NA,NA
2021-09-22,DEP,sewer,15,NA,NA
2021-09-23,DEP,sewer,101.36563954742113,0,215.93115100014887
2021-09-24,DEP,sewer,164.43581171163945,29.485450819230664,299.3861726040482
2021-09-25,DEP,sewer,93.00867323530412,0,229.5573651336555
2021-09-26,DEP,sewer,105.72728437731377,0,242.8506952291233
2021-09-27,DEP,sewer,132.0158337684511,0,269.64342609743153
2021-09-28,DEP,sewer,160.43276832960032,22.362655753101535,298.5028809060991
2021-09-29,DEP,sewer,164.65991351427215,26.201233803191798,303.11859322535247
2021-09-02,DEP,water conservation,16,NA,NA
2021-09-03,DEP,water conservation,9,NA,NA
2021-09-04,DEP,water conservation,18,NA,NA
2021-09-05,DEP,water conservation,1,NA,NA
2021-09-06,DEP,water conservation,6,NA,NA
2021-09-07,DEP,water conservation,10,NA,NA
2021-09-08,DEP,water conservation,9,NA,NA
2021-09-09,DEP,water conservation,12,NA,NA
2021-09-10,DEP,water conservation,8,NA,NA
2021-09-11,DEP,water conservation,5,NA,NA
2021-09-12,DEP,water conservation,11,NA,NA
2021-09-13,DEP,water conservation,9,NA,NA
2021-09-14,DEP,water conservation,10,NA,NA
2021-09-15,DEP,water conservation,6,NA,NA
2021-09-16,DEP,water conservation,9,NA,NA
2021-09-17,DEP,water conservation,4,NA,NA
2021-09-18,DEP,water conservation,9,NA,NA
2021-09-19,DEP,water conservation,5,NA,NA
2021-09-20,DEP,water conservation,12,NA,NA
2021-09-21,DEP,water conservation,20,NA,NA
2021-09-22,DEP,water conservation,2,NA,NA
2021-09-23,DEP,water conservation,1.2230877306664105,0,11.426908734840403
2021-09-24,DEP,water conservation,2.485018192652271,0,15.809327580196282
2021-09-25,DEP,water conservation,1.3035256816530332,0,16.536271607078298
2021-09-26,DEP,water conservation,1.0628627943770965,0,17.478413580092433
2021-09-27,DEP,water conservation,8.35061285643668,0,25.3623744920267
2021-09-28,DEP,water conservation,8.13089816864705,0,25.363221362796814
2021-09-29,DEP,water conservation,6.454156385636902,0,23.90425355984002
2021-09-02,DEP,water system,233,NA,NA
2021-09-03,DEP,water system,172,NA,NA
2021-09-04,DEP,water system,124,NA,NA
2021-09-05,DEP,water system,133,NA,NA
2021-09-06,DEP,water system,117,NA,NA
2021-09-07,DEP,water system,148,NA,NA
2021-09-08,DEP,water system,149,NA,NA
2021-09-09,DEP,water system,128,NA,NA
2021-09-10,DEP,water system,115,NA,NA
2021-09-11,DEP,water system,101,NA,NA
2021-09-12,DEP,water system,92,NA,NA
2021-09-13,DEP,water system,131,NA,NA
2021-09-14,DEP,water system,155,NA,NA
2021-09-15,DEP,water system,293,NA,NA
2021-09-16,DEP,water system,135,NA,NA
2021-09-17,DEP,water system,155,NA,NA
2021-09-18,DEP,water system,109,NA,NA
2021-09-19,DEP,water system,90,NA,NA
2021-09-20,DEP,water system,205,NA,NA
2021-09-21,DEP,water system,269,NA,NA
2021-09-22,DEP,water system,7,NA,NA
2021-09-23,DEP,water system,167.52872777017785,28.743222542784963,306.31423299757074
2021-09-24,DEP,water system,167.52872777017785,28.743222542784963,306.31423299757074
2021-09-25,DEP,water system,167.52872777017785,28.743222542784963,306.31423299757074
2021-09-26,DEP,water system,167.52872777017785,28.743222542784963,306.31423299757074
2021-09-27,DEP,water system,167.52872777017785,28.743222542784963,306.31423299757074
2021-09-28,DEP,water system,167.52872777017785,28.743222542784963,306.31423299757074
2021-09-29,DEP,water system,167.52872777017785,28.743222542784963,306.31423299757074
2021-09-02,DHS,homeless person assistance,113,NA,NA
2021-09-03,DHS,homeless person assistance,143,NA,NA
2021-09-04,DHS,homeless person assistance,108,NA,NA
2021-09-05,DHS,homeless person assistance,135,NA,NA
2021-09-06,DHS,homeless person assistance,126,NA,NA
2021-09-07,DHS,homeless person assistance,144,NA,NA
2021-09-08,DHS,homeless person assistance,148,NA,NA
2021-09-09,DHS,homeless person assistance,131,NA,NA
2021-09-10,DHS,homeless person assistance,150,NA,NA
2021-09-11,DHS,homeless person assistance,133,NA,NA
2021-09-12,DHS,homeless person assistance,156,NA,NA
2021-09-13,DHS,homeless person assistance,166,NA,NA
2021-09-14,DHS,homeless person assistance,163,NA,NA
2021-09-15,DHS,homeless person assistance,168,NA,NA
2021-09-16,DHS,homeless person assistance,133,NA,NA
2021-09-17,DHS,homeless person assistance,155,NA,NA
2021-09-18,DHS,homeless person assistance,142,NA,NA
2021-09-19,DHS,homeless person assistance,122,NA,NA
2021-09-20,DHS,homeless person assistance,196,NA,NA
2021-09-21,DHS,homeless person assistance,319,NA,NA
2021-09-22,DHS,homeless person assistance,40,NA,NA
2021-09-23,DHS,homeless person assistance,156.69335556966993,98.05965925830253,215.32705188103733
2021-09-24,DHS,homeless person assistance,156.59168961090882,93.13168236823927,220.05169685357836
2021-09-25,DHS,homeless person assistance,138.23371910705325,78.20922688070858,198.25821133339792
2021-09-26,DHS,homeless person assistance,118.8116970874787,63.98098539333325,173.64240878162417
2021-09-27,DHS,homeless person assistance,154.876195888673,79.39735492296329,230.35503685438272
2021-09-28,DHS,homeless person assistance,165.82399065681648,80.92009177368467,250.72788953994828
2021-09-29,DHS,homeless person assistance,165.2183547286466,76.71947181747872,253.71723763981447
2021-09-02,DHS,other,12,NA,NA
2021-09-03,DHS,other,18,NA,NA
2021-09-04,DHS,other,17,NA,NA
2021-09-05,DHS,other,21,NA,NA
2021-09-06,DHS,other,16,NA,NA
2021-09-07,DHS,other,25,NA,NA
2021-09-08,DHS,other,25,NA,NA
2021-09-09,DHS,other,30,NA,NA
2021-09-10,DHS,other,30,NA,NA
2021-09-11,DHS,other,19,NA,NA
2021-09-12,DHS,other,19,NA,NA
2021-09-13,DHS,other,28,NA,NA
2021-09-14,DHS,other,47,NA,NA
2021-09-15,DHS,other,22,NA,NA
2021-09-16,DHS,other,13,NA,NA
2021-09-17,DHS,other,35,NA,NA
2021-09-18,DHS,other,22,NA,NA
2021-09-19,DHS,other,7,NA,NA
2021-09-20,DHS,other,20,NA,NA
2021-09-21,DHS,other,53,NA,NA
2021-09-22,DHS,other,5,NA,NA
2021-09-23,DHS,other,18.609613142107452,10.331664069391364,26.88756221482354
2021-09-24,DHS,other,25.797378394519153,17.45421303062607,34.140543758412235
2021-09-25,DHS,other,19.725919160101544,11.363294058309123,28.088544261893965
2021-09-26,DHS,other,15.155788271185035,6.775777750372185,23.535798791997884
2021-09-27,DHS,other,22.68987045402924,14.292638430859357,31.087102477199124
2021-09-28,DHS,other,29.74390697149796,21.32949698443958,38.15831695855634
2021-09-29,DHS,other,18.7440148321216,10.312462416971842,27.17556724727136
2021-09-02,DOB,building/use,81,NA,NA
2021-09-03,DOB,building/use,79,NA,NA
2021-09-04,DOB,building/use,95,NA,NA
2021-09-05,DOB,building/use,58,NA,NA
2021-09-06,DOB,building/use,67,NA,NA
2021-09-07,DOB,building/use,102,NA,NA
2021-09-08,DOB,building/use,73,NA,NA
2021-09-09,DOB,building/use,63,NA,NA
2021-09-10,DOB,building/use,59,NA,NA
2021-09-11,DOB,building/use,39,NA,NA
2021-09-12,DOB,building/use,39,NA,NA
2021-09-13,DOB,building/use,59,NA,NA
2021-09-14,DOB,building/use,66,NA,NA
2021-09-15,DOB,building/use,72,NA,NA
2021-09-16,DOB,building/use,72,NA,NA
2021-09-17,DOB,building/use,79,NA,NA
2021-09-18,DOB,building/use,40,NA,NA
2021-09-19,DOB,building/use,44,NA,NA
2021-09-20,DOB,building/use,66,NA,NA
2021-09-21,DOB,building/use,102,NA,NA
2021-09-23,DOB,building/use,73.3278123009724,54.229717816029634,92.42590678591516
2021-09-24,DOB,building/use,74.97229015955375,55.56490552117258,94.37967479793492
2021-09-25,DOB,building/use,71.76551983777902,52.05369739417057,91.47734228138748
2021-09-26,DOB,building/use,53.7229269648312,33.7112976060154,73.73455632364701
2021-09-27,DOB,building/use,48.19359644443626,27.886585951976,68.50060693689652
2021-09-28,DOB,building/use,74.24979262943002,53.65163638458219,94.84794887427785
2021-09-29,DOB,building/use,78.55154040020035,57.42946823534561,99.6736125650551
2021-09-02,DOB,elevator,68,NA,NA
2021-09-03,DOB,elevator,112,NA,NA
2021-09-04,DOB,elevator,103,NA,NA
2021-09-05,DOB,elevator,50,NA,NA
2021-09-06,DOB,elevator,64,NA,NA
2021-09-07,DOB,elevator,100,NA,NA
2021-09-08,DOB,elevator,111,NA,NA
2021-09-09,DOB,elevator,109,NA,NA
2021-09-10,DOB,elevator,74,NA,NA
2021-09-11,DOB,elevator,33,NA,NA
2021-09-12,DOB,elevator,46,NA,NA
2021-09-13,DOB,elevator,97,NA,NA
2021-09-14,DOB,elevator,97,NA,NA
2021-09-15,DOB,elevator,92,NA,NA
2021-09-16,DOB,elevator,74,NA,NA
2021-09-17,DOB,elevator,74,NA,NA
2021-09-18,DOB,elevator,35,NA,NA
2021-09-19,DOB,elevator,29,NA,NA
2021-09-20,DOB,elevator,72,NA,NA
2021-09-21,DOB,elevator,110,NA,NA
2021-09-23,DOB,elevator,53.47970883628955,39.093417579101605,67.4501718704094
2021-09-24,DOB,elevator,48.83716943520321,34.40283373043415,62.94304659352762
2021-09-25,DOB,elevator,38.56001943069603,23.897191052669424,52.86413025514864
2021-09-26,DOB,elevator,36.628344056273434,22.35085151158841,50.64930507884496
2021-09-27,DOB,elevator,59.29489078980173,45.46443262507571,73.41443942563203
2021-09-28,DOB,elevator,55.44477020184163,41.394857808577036,69.62288446658906
2021-09-29,DOB,elevator,52.36413755253967,38.10501102187804,66.26708959151219
2021-09-02,DOB,emergency response team (ert),7,NA,NA
2021-09-03,DOB,emergency response team (ert),9,NA,NA
2021-09-04,DOB,emergency response team (ert),14,NA,NA
2021-09-05,DOB,emergency response team (ert),5,NA,NA
2021-09-06,DOB,emergency response team (ert),8,NA,NA
2021-09-07,DOB,emergency response team (ert),5,NA,NA
2021-09-08,DOB,emergency response team (ert),8,NA,NA
2021-09-09,DOB,emergency response team (ert),6,NA,NA
2021-09-10,DOB,emergency response team (ert),1,NA,NA
2021-09-11,DOB,emergency response team (ert),15,NA,NA
2021-09-12,DOB,emergency response team (ert),5,NA,NA
2021-09-13,DOB,emergency response team (ert),7,NA,NA
2021-09-14,DOB,emergency response team (ert),12,NA,NA
2021-09-15,DOB,emergency response team (ert),11,NA,NA
2021-09-16,DOB,emergency response team (ert),7,NA,NA
2021-09-17,DOB,emergency response team (ert),8,NA,NA
2021-09-18,DOB,emergency response team (ert),12,NA,NA
2021-09-19,DOB,emergency response team (ert),9,NA,NA
2021-09-20,DOB,emergency response team (ert),8,NA,NA
2021-09-21,DOB,emergency response team (ert),6,NA,NA
2021-09-23,DOB,emergency response team (ert),7.635071885132378,3.388870019590337,11.881273750674419
2021-09-24,DOB,emergency response team (ert),7.339140261834839,3.2285545294655025,11.449725994204176
2021-09-25,DOB,emergency response team (ert),6.179925375457598,2.6942778172698776,9.665572933645318
2021-09-26,DOB,emergency response team (ert),13.673080988263148,5.907396919345126,21.438765057181172
2021-09-27,DOB,emergency response team (ert),7.884235300438375,3.375465972592292,12.393004628284459
2021-09-28,DOB,emergency response team (ert),7.094303360674984,3.0095489946959573,11.179057726654012
2021-09-29,DOB,emergency response team (ert),7.0118431290774526,2.947228481682715,11.07645777647219
2021-09-02,DOB,general construction/plumbing,175,NA,NA
2021-09-03,DOB,general construction/plumbing,137,NA,NA
2021-09-04,DOB,general construction/plumbing,76,NA,NA
2021-09-05,DOB,general construction/plumbing,51,NA,NA
2021-09-06,DOB,general construction/plumbing,79,NA,NA
2021-09-07,DOB,general construction/plumbing,118,NA,NA
2021-09-08,DOB,general construction/plumbing,135,NA,NA
2021-09-09,DOB,general construction/plumbing,113,NA,NA
2021-09-10,DOB,general construction/plumbing,112,NA,NA
2021-09-11,DOB,general construction/plumbing,77,NA,NA
2021-09-12,DOB,general construction/plumbing,46,NA,NA
2021-09-13,DOB,general construction/plumbing,121,NA,NA
2021-09-14,DOB,general construction/plumbing,175,NA,NA
2021-09-15,DOB,general construction/plumbing,142,NA,NA
2021-09-16,DOB,general construction/plumbing,138,NA,NA
2021-09-17,DOB,general construction/plumbing,135,NA,NA
2021-09-18,DOB,general construction/plumbing,63,NA,NA
2021-09-19,DOB,general construction/plumbing,44,NA,NA
2021-09-20,DOB,general construction/plumbing,136,NA,NA
2021-09-21,DOB,general construction/plumbing,224,NA,NA
2021-09-23,DOB,general construction/plumbing,155.01112847296736,119.04582826187297,190.97642868406174
2021-09-24,DOB,general construction/plumbing,155.77932818665366,118.69671155396128,192.86194481934604
2021-09-25,DOB,general construction/plumbing,144.59514522177537,106.42681570185184,182.7634747416989
2021-09-26,DOB,general construction/plumbing,88.92351452996387,49.69845075960971,128.14857830031804
2021-09-27,DOB,general construction/plumbing,76.21352622568655,35.958424100125,116.4686283512481
2021-09-28,DOB,general construction/plumbing,151.55910689776778,110.29866241559947,192.8195513799361
2021-09-29,DOB,general construction/plumbing,168.00252510538374,125.75967049729687,210.2453797134706
2021-09-02,DOB,other,28,NA,NA
2021-09-03,DOB,other,29,NA,NA
2021-09-04,DOB,other,16,NA,NA
2021-09-05,DOB,other,13,NA,NA
2021-09-06,DOB,other,15,NA,NA
2021-09-07,DOB,other,18,NA,NA
2021-09-08,DOB,other,28,NA,NA
2021-09-09,DOB,other,26,NA,NA
2021-09-10,DOB,other,20,NA,NA
2021-09-11,DOB,other,5,NA,NA
2021-09-12,DOB,other,6,NA,NA
2021-09-13,DOB,other,18,NA,NA
2021-09-14,DOB,other,32,NA,NA
2021-09-15,DOB,other,19,NA,NA
2021-09-16,DOB,other,15,NA,NA
2021-09-17,DOB,other,17,NA,NA
2021-09-18,DOB,other,2,NA,NA
2021-09-19,DOB,other,6,NA,NA
2021-09-20,DOB,other,22,NA,NA
2021-09-21,DOB,other,26,NA,NA
2021-09-23,DOB,other,24.880649609012256,4.778466623956032,44.98283259406848
2021-09-24,DOB,other,17.763475516832628,2.3700129715962053,33.15693806206905
2021-09-25,DOB,other,18.762594881609672,1.4303242446110502,36.094865518608295
2021-09-26,DOB,other,7.261459487036821,0.1462963311451828,14.37662264292846
2021-09-27,DOB,other,6.535303339243635,0,13.300038247082952
2021-09-28,DOB,other,19.76584235250868,0,41.30554807432235
2021-09-29,DOB,other,22.178084499040907,0,47.548539010811226
2021-09-02,DOB,plumbing,50,NA,NA
2021-09-03,DOB,plumbing,31,NA,NA
2021-09-04,DOB,plumbing,11,NA,NA
2021-09-05,DOB,plumbing,11,NA,NA
2021-09-06,DOB,plumbing,8,NA,NA
2021-09-07,DOB,plumbing,24,NA,NA
2021-09-08,DOB,plumbing,14,NA,NA
2021-09-09,DOB,plumbing,21,NA,NA
2021-09-10,DOB,plumbing,9,NA,NA
2021-09-11,DOB,plumbing,9,NA,NA
2021-09-12,DOB,plumbing,5,NA,NA
2021-09-13,DOB,plumbing,18,NA,NA
2021-09-14,DOB,plumbing,17,NA,NA
2021-09-15,DOB,plumbing,15,NA,NA
2021-09-16,DOB,plumbing,9,NA,NA
2021-09-17,DOB,plumbing,13,NA,NA
2021-09-18,DOB,plumbing,5,NA,NA
2021-09-19,DOB,plumbing,4,NA,NA
2021-09-20,DOB,plumbing,15,NA,NA
2021-09-21,DOB,plumbing,18,NA,NA
2021-09-23,DOB,plumbing,17.05871142983035,2.737389066998217,31.38003379266248
2021-09-24,DOB,plumbing,18.160804828347946,1.4467129461964134,34.87489671049948
2021-09-25,DOB,plumbing,15.11756556803156,0.02849807430778384,30.206633061755337
2021-09-26,DOB,plumbing,7.071337690153353,0,14.663795970336738
2021-09-27,DOB,plumbing,7.336295025618547,0,15.756056393853786
2021-09-28,DOB,plumbing,15.319977130286079,0,34.01875621566009
2021-09-29,DOB,plumbing,15.723124263250053,0,36.047550907937186
2021-09-02,DOB,special projects inspection team (spit),5,NA,NA
2021-09-03,DOB,special projects inspection team (spit),10,NA,NA
2021-09-04,DOB,special projects inspection team (spit),11,NA,NA
2021-09-05,DOB,special projects inspection team (spit),11,NA,NA
2021-09-06,DOB,special projects inspection team (spit),3,NA,NA
2021-09-07,DOB,special projects inspection team (spit),10,NA,NA
2021-09-08,DOB,special projects inspection team (spit),13,NA,NA
2021-09-09,DOB,special projects inspection team (spit),12,NA,NA
2021-09-10,DOB,special projects inspection team (spit),5,NA,NA
2021-09-11,DOB,special projects inspection team (spit),12,NA,NA
2021-09-12,DOB,special projects inspection team (spit),7,NA,NA
2021-09-13,DOB,special projects inspection team (spit),14,NA,NA
2021-09-14,DOB,special projects inspection team (spit),16,NA,NA
2021-09-15,DOB,special projects inspection team (spit),10,NA,NA
2021-09-16,DOB,special projects inspection team (spit),8,NA,NA
2021-09-17,DOB,special projects inspection team (spit),13,NA,NA
2021-09-18,DOB,special projects inspection team (spit),8,NA,NA
2021-09-19,DOB,special projects inspection team (spit),7,NA,NA
2021-09-20,DOB,special projects inspection team (spit),10,NA,NA
2021-09-21,DOB,special projects inspection team (spit),26,NA,NA
2021-09-23,DOB,special projects inspection team (spit),10.55600852459154,3.546828683170756,17.565188366012325
2021-09-24,DOB,special projects inspection team (spit),10.015273787252896,3.360892859676709,16.669654714829083
2021-09-25,DOB,special projects inspection team (spit),9.73918069309783,3.264112629669105,16.21424875652656
2021-09-26,DOB,special projects inspection team (spit),7.527910076310305,2.5198083590471434,12.536011793573467
2021-09-27,DOB,special projects inspection team (spit),8.143491410370352,2.7224105238518277,13.564572296888876
2021-09-28,DOB,special projects inspection team (spit),10.578785269765072,3.532060717805285,17.62550982172486
2021-09-29,DOB,special projects inspection team (spit),12.515380107198062,4.17335464723069,20.857405567165436
2021-09-02,DOHMH,food establishment,33,NA,NA
2021-09-03,DOHMH,food establishment,29,NA,NA
2021-09-04,DOHMH,food establishment,24,NA,NA
2021-09-05,DOHMH,food establishment,23,NA,NA
2021-09-06,DOHMH,food establishment,30,NA,NA
2021-09-07,DOHMH,food establishment,29,NA,NA
2021-09-08,DOHMH,food establishment,30,NA,NA
2021-09-09,DOHMH,food establishment,20,NA,NA
2021-09-10,DOHMH,food establishment,24,NA,NA
2021-09-11,DOHMH,food establishment,22,NA,NA
2021-09-12,DOHMH,food establishment,25,NA,NA
2021-09-13,DOHMH,food establishment,32,NA,NA
2021-09-14,DOHMH,food establishment,30,NA,NA
2021-09-15,DOHMH,food establishment,30,NA,NA
2021-09-16,DOHMH,food establishment,30,NA,NA
2021-09-17,DOHMH,food establishment,34,NA,NA
2021-09-18,DOHMH,food establishment,33,NA,NA
2021-09-19,DOHMH,food establishment,38,NA,NA
2021-09-20,DOHMH,food establishment,45,NA,NA
2021-09-21,DOHMH,food establishment,69,NA,NA
2021-09-22,DOHMH,food establishment,5,NA,NA
2021-09-23,DOHMH,food establishment,34.89065875661308,23.519771050241054,46.2615464629851
2021-09-24,DOHMH,food establishment,33.82830424236134,22.73216206340063,44.92444642132205
2021-09-25,DOHMH,food establishment,29.035844367752944,19.450688227332158,38.62100050817373
2021-09-26,DOHMH,food establishment,27.847545038319506,18.596479035257282,37.09861104138173
2021-09-27,DOHMH,food establishment,34.07058920979469,22.68140494305635,45.45977347653303
2021-09-28,DOHMH,food establishment,35.781841050299114,23.746663250913493,47.817018849684736
2021-09-29,DOHMH,food establishment,33.27904341386903,22.017264544081677,44.54082228365639
2021-09-02,DOHMH,indoor air quality,18,NA,NA
2021-09-03,DOHMH,indoor air quality,23,NA,NA
2021-09-04,DOHMH,indoor air quality,20,NA,NA
